Date,Currency,Exchange
2015-06-30,CAD,1.2368
2015-06-30,AUD,1.3004
2015-06-30,EUR,0.8937
2015-06-30,GBP,0.6358
2015-07-01,USD,1.0
2015-07-01,CAD,1.2524
2015-07-01,AUD,1.3025
2015-07-01,EUR,0.9009
2015-07-01,GBP,0.6388
2015-07-02,USD,1.0
2015-07-02,CAD,1.2618
2015-07-02,AUD,1.3169
2015-07-02,EUR,0.9037
2015-07-02,GBP,0.6419
2015-07-03,USD,1.0
2015-07-03,CAD,1.2582
2015-07-03,AUD,1.329
2015-07-03,EUR,0.9012
2015-07-03,GBP,0.6401
2015-07-04,USD,1.0
2015-07-04,CAD,1.2582
2015-07-04,AUD,1.329
2015-07-04,EUR,0.9012
2015-07-04,GBP,0.6401
2015-07-05,USD,1.0
2015-07-05,CAD,1.2582
2015-07-05,AUD,1.329
2015-07-05,EUR,0.9012
2015-07-05,GBP,0.6401
2015-07-06,USD,1.0
2015-07-06,CAD,1.264
2015-07-06,AUD,1.3343
2015-07-06,EUR,0.9084
2015-07-06,GBP,0.6432
2015-07-07,USD,1.0
2015-07-07,CAD,1.2739
2015-07-07,AUD,1.3468
2015-07-07,EUR,0.9148
2015-07-07,GBP,0.6474
2015-07-08,USD,1.0
2015-07-08,CAD,1.2743
2015-07-08,AUD,1.3485
2015-07-08,EUR,0.9071
2015-07-08,GBP,0.6507
2015-07-09,USD,1.0
2015-07-09,CAD,1.2685
2015-07-09,AUD,1.3403
2015-07-09,EUR,0.9046
2015-07-09,GBP,0.6492
2015-07-10,USD,1.0
2015-07-10,CAD,1.2706
2015-07-10,AUD,1.3388
2015-07-10,EUR,0.8941
2015-07-10,GBP,0.6444
2015-07-11,USD,1.0
2015-07-11,CAD,1.2706
2015-07-11,AUD,1.3388
2015-07-11,EUR,0.8941
2015-07-11,GBP,0.6444
2015-07-12,USD,1.0
2015-07-12,CAD,1.2706
2015-07-12,AUD,1.3388
2015-07-12,EUR,0.8941
2015-07-12,GBP,0.6444
2015-07-13,USD,1.0
2015-07-13,CAD,1.2721
2015-07-13,AUD,1.3462
2015-07-13,EUR,0.9051
2015-07-13,GBP,0.6439
2015-07-14,USD,1.0
2015-07-14,CAD,1.276
2015-07-14,AUD,1.3442
2015-07-14,EUR,0.9065
2015-07-14,GBP,0.6422
2015-07-15,USD,1.0
2015-07-15,CAD,1.2744
2015-07-15,AUD,1.3401
2015-07-15,EUR,0.9083
2015-07-15,GBP,0.6399
2015-07-16,USD,1.0
2015-07-16,CAD,1.2947
2015-07-16,AUD,1.3539
2015-07-16,EUR,0.9202
2015-07-16,GBP,0.6424
2015-07-17,USD,1.0
2015-07-17,CAD,1.2978
2015-07-17,AUD,1.3511
2015-07-17,EUR,0.9184
2015-07-17,GBP,0.6413
2015-07-18,USD,1.0
2015-07-18,CAD,1.2978
2015-07-18,AUD,1.3511
2015-07-18,EUR,0.9184
2015-07-18,GBP,0.6413
2015-07-19,USD,1.0
2015-07-19,CAD,1.2978
2015-07-19,AUD,1.3511
2015-07-19,EUR,0.9184
2015-07-19,GBP,0.6413
2015-07-20,USD,1.0
2015-07-20,CAD,1.2985
2015-07-20,AUD,1.3549
2015-07-20,EUR,0.9215
2015-07-20,GBP,0.6424
2015-07-21,USD,1.0
2015-07-21,CAD,1.2992
2015-07-21,AUD,1.357
2015-07-21,EUR,0.9202
2015-07-21,GBP,0.643
2015-07-22,USD,1.0
2015-07-22,CAD,1.2995
2015-07-22,AUD,1.3543
2015-07-22,EUR,0.9173
2015-07-22,GBP,0.6404
2015-07-23,USD,1.0
2015-07-23,CAD,1.2975
2015-07-23,AUD,1.3496
2015-07-23,EUR,0.9092
2015-07-23,GBP,0.6404
2015-07-24,USD,1.0
2015-07-24,CAD,1.3091
2015-07-24,AUD,1.3765
2015-07-24,EUR,0.9142
2015-07-24,GBP,0.6462
2015-07-25,USD,1.0
2015-07-25,CAD,1.3091
2015-07-25,AUD,1.3765
2015-07-25,EUR,0.9142
2015-07-25,GBP,0.6462
2015-07-26,USD,1.0
2015-07-26,CAD,1.3091
2015-07-26,AUD,1.3765
2015-07-26,EUR,0.9142
2015-07-26,GBP,0.6462
2015-07-27,USD,1.0
2015-07-27,CAD,1.303
2015-07-27,AUD,1.3731
2015-07-27,EUR,0.9043
2015-07-27,GBP,0.6445
2015-07-28,USD,1.0
2015-07-28,CAD,1.3014
2015-07-28,AUD,1.3686
2015-07-28,EUR,0.907
2015-07-28,GBP,0.6416
2015-07-29,USD,1.0
2015-07-29,CAD,1.2955
2015-07-29,AUD,1.3691
2015-07-29,EUR,0.9066
2015-07-29,GBP,0.6394
2015-07-30,USD,1.0
2015-07-30,CAD,1.298
2015-07-30,AUD,1.3752
2015-07-30,EUR,0.9128
2015-07-30,GBP,0.6399
2015-07-31,USD,1.0
2015-07-31,CAD,1.3048
2015-07-31,AUD,1.3805
2015-07-31,EUR,0.9118
2015-07-31,GBP,0.642
2015-08-01,USD,1.0
2015-08-01,CAD,1.3048
2015-08-01,AUD,1.3805
2015-08-01,EUR,0.9118
2015-08-01,GBP,0.642
2015-08-02,USD,1.0
2015-08-02,CAD,1.3048
2015-08-02,AUD,1.3805
2015-08-02,EUR,0.9118
2015-08-02,GBP,0.642
2015-08-03,USD,1.0
2015-08-03,CAD,1.3153
2015-08-03,AUD,1.3762
2015-08-03,EUR,0.9132
2015-08-03,GBP,0.6418
2015-08-04,USD,1.0
2015-08-04,CAD,1.313
2015-08-04,AUD,1.3516
2015-08-04,EUR,0.9113
2015-08-04,GBP,0.6404
2015-08-05,USD,1.0
2015-08-05,CAD,1.3171
2015-08-05,AUD,1.3558
2015-08-05,EUR,0.9189
2015-08-05,GBP,0.6398
2015-08-06,USD,1.0
2015-08-06,CAD,1.3168
2015-08-06,AUD,1.3642
2015-08-06,EUR,0.9187
2015-08-06,GBP,0.6444
2015-08-07,USD,1.0
2015-08-07,CAD,1.3082
2015-08-07,AUD,1.3535
2015-08-07,EUR,0.914
2015-08-07,GBP,0.6445
2015-08-08,USD,1.0
2015-08-08,CAD,1.3082
2015-08-08,AUD,1.3535
2015-08-08,EUR,0.914
2015-08-08,GBP,0.6445
2015-08-09,USD,1.0
2015-08-09,CAD,1.3082
2015-08-09,AUD,1.3535
2015-08-09,EUR,0.914
2015-08-09,GBP,0.6445
2015-08-10,USD,1.0
2015-08-10,CAD,1.3131
2015-08-10,AUD,1.358
2015-08-10,EUR,0.9124
2015-08-10,GBP,0.6452
2015-08-11,USD,1.0
2015-08-11,CAD,1.3075
2015-08-11,AUD,1.3652
2015-08-11,EUR,0.9046
2015-08-11,GBP,0.6412
2015-08-12,USD,1.0
2015-08-12,CAD,1.2969
2015-08-12,AUD,1.3562
2015-08-12,EUR,0.8965
2015-08-12,GBP,0.6409
2015-08-13,USD,1.0
2015-08-13,CAD,1.3012
2015-08-13,AUD,1.3611
2015-08-13,EUR,0.9002
2015-08-13,GBP,0.6397
2015-08-14,USD,1.0
2015-08-14,CAD,1.3044
2015-08-14,AUD,1.3537
2015-08-14,EUR,0.8952
2015-08-14,GBP,0.6396
2015-08-15,USD,1.0
2015-08-15,CAD,1.3044
2015-08-15,AUD,1.3537
2015-08-15,EUR,0.8952
2015-08-15,GBP,0.6396
2015-08-16,USD,1.0
2015-08-16,CAD,1.3044
2015-08-16,AUD,1.3537
2015-08-16,EUR,0.8952
2015-08-16,GBP,0.6396
2015-08-17,USD,1.0
2015-08-17,CAD,1.3136
2015-08-17,AUD,1.36
2015-08-17,EUR,0.9009
2015-08-17,GBP,0.6401
2015-08-18,USD,1.0
2015-08-18,CAD,1.3105
2015-08-18,AUD,1.3621
2015-08-18,EUR,0.9042
2015-08-18,GBP,0.6367
2015-08-19,USD,1.0
2015-08-19,CAD,1.307
2015-08-19,AUD,1.3609
2015-08-19,EUR,0.9057
2015-08-19,GBP,0.6384
2015-08-20,USD,1.0
2015-08-20,CAD,1.3126
2015-08-20,AUD,1.367
2015-08-20,EUR,0.8942
2015-08-20,GBP,0.6383
2015-08-21,USD,1.0
2015-08-21,CAD,1.3108
2015-08-21,AUD,1.3637
2015-08-21,EUR,0.8864
2015-08-21,GBP,0.6381
2015-08-22,USD,1.0
2015-08-22,CAD,1.3108
2015-08-22,AUD,1.3637
2015-08-22,EUR,0.8864
2015-08-22,GBP,0.6381
2015-08-23,USD,1.0
2015-08-23,CAD,1.3108
2015-08-23,AUD,1.3637
2015-08-23,EUR,0.8864
2015-08-23,GBP,0.6381
2015-08-24,USD,1.0
2015-08-24,CAD,1.3252
2015-08-24,AUD,1.3832
2015-08-24,EUR,0.8698
2015-08-24,GBP,0.6351
2015-08-25,USD,1.0
2015-08-25,CAD,1.3194
2015-08-25,AUD,1.3851
2015-08-25,EUR,0.8691
2015-08-25,GBP,0.6336
2015-08-26,USD,1.0
2015-08-26,CAD,1.3265
2015-08-26,AUD,1.4
2015-08-26,EUR,0.877
2015-08-26,GBP,0.6415
2015-08-27,USD,1.0
2015-08-27,CAD,1.3226
2015-08-27,AUD,1.3993
2015-08-27,EUR,0.8862
2015-08-27,GBP,0.648
2015-08-28,USD,1.0
2015-08-28,CAD,1.3271
2015-08-28,AUD,1.4012
2015-08-28,EUR,0.8875
2015-08-28,GBP,0.6497
2015-08-29,USD,1.0
2015-08-29,CAD,1.3271
2015-08-29,AUD,1.4012
2015-08-29,EUR,0.8875
2015-08-29,GBP,0.6497
2015-08-30,USD,1.0
2015-08-30,CAD,1.3271
2015-08-30,AUD,1.4012
2015-08-30,EUR,0.8875
2015-08-30,GBP,0.6497
2015-08-31,USD,1.0
2015-08-31,CAD,1.3253
2015-08-31,AUD,1.4046
2015-08-31,EUR,0.8917
2015-08-31,GBP,0.6487
2015-09-01,USD,1.0
2015-09-01,CAD,1.3222
2015-09-01,AUD,1.4201
2015-09-01,EUR,0.89
2015-09-01,GBP,0.6522
2015-09-02,USD,1.0
2015-09-02,CAD,1.3255
2015-09-02,AUD,1.427
2015-09-02,EUR,0.8885
2015-09-02,GBP,0.6547
2015-09-03,USD,1.0
2015-09-03,CAD,1.3263
2015-09-03,AUD,1.428
2015-09-03,EUR,0.8906
2015-09-03,GBP,0.6541
2015-09-04,USD,1.0
2015-09-04,CAD,1.323
2015-09-04,AUD,1.4319
2015-09-04,EUR,0.8978
2015-09-04,GBP,0.6568
2015-09-05,USD,1.0
2015-09-05,CAD,1.323
2015-09-05,AUD,1.4319
2015-09-05,EUR,0.8978
2015-09-05,GBP,0.6568
2015-09-06,USD,1.0
2015-09-06,CAD,1.323
2015-09-06,AUD,1.4319
2015-09-06,EUR,0.8978
2015-09-06,GBP,0.6568
2015-09-07,USD,1.0
2015-09-07,CAD,1.328
2015-09-07,AUD,1.4411
2015-09-07,EUR,0.8972
2015-09-07,GBP,0.6553
2015-09-08,USD,1.0
2015-09-08,CAD,1.3221
2015-09-08,AUD,1.4313
2015-09-08,EUR,0.8959
2015-09-08,GBP,0.649
2015-09-09,USD,1.0
2015-09-09,CAD,1.3248
2015-09-09,AUD,1.4238
2015-09-09,EUR,0.8977
2015-09-09,GBP,0.651
2015-09-10,USD,1.0
2015-09-10,CAD,1.3252
2015-09-10,AUD,1.4154
2015-09-10,EUR,0.8941
2015-09-10,GBP,0.6496
2015-09-11,USD,1.0
2015-09-11,CAD,1.3263
2015-09-11,AUD,1.416
2015-09-11,EUR,0.8875
2015-09-11,GBP,0.6484
2015-09-12,USD,1.0
2015-09-12,CAD,1.3263
2015-09-12,AUD,1.416
2015-09-12,EUR,0.8875
2015-09-12,GBP,0.6484
2015-09-13,USD,1.0
2015-09-13,CAD,1.3263
2015-09-13,AUD,1.416
2015-09-13,EUR,0.8875
2015-09-13,GBP,0.6484
2015-09-14,USD,1.0
2015-09-14,CAD,1.3253
2015-09-14,AUD,1.4042
2015-09-14,EUR,0.8846
2015-09-14,GBP,0.6487
2015-09-15,USD,1.0
2015-09-15,CAD,1.3237
2015-09-15,AUD,1.4033
2015-09-15,EUR,0.8834
2015-09-15,GBP,0.6489
2015-09-16,USD,1.0
2015-09-16,CAD,1.325
2015-09-16,AUD,1.3962
2015-09-16,EUR,0.8906
2015-09-16,GBP,0.6472
2015-09-17,USD,1.0
2015-09-17,CAD,1.3194
2015-09-17,AUD,1.3946
2015-09-17,EUR,0.884
2015-09-17,GBP,0.6441
2015-09-18,USD,1.0
2015-09-18,CAD,1.3027
2015-09-18,AUD,1.3757
2015-09-18,EUR,0.8757
2015-09-18,GBP,0.6391
2015-09-19,USD,1.0
2015-09-19,CAD,1.3027
2015-09-19,AUD,1.3757
2015-09-19,EUR,0.8757
2015-09-19,GBP,0.6391
2015-09-20,USD,1.0
2015-09-20,CAD,1.3027
2015-09-20,AUD,1.3757
2015-09-20,EUR,0.8757
2015-09-20,GBP,0.6391
2015-09-21,USD,1.0
2015-09-21,CAD,1.3183
2015-09-21,AUD,1.3949
2015-09-21,EUR,0.8889
2015-09-21,GBP,0.6438
2015-09-22,USD,1.0
2015-09-22,CAD,1.3271
2015-09-22,AUD,1.4103
2015-09-22,EUR,0.8965
2015-09-22,GBP,0.6475
2015-09-23,USD,1.0
2015-09-23,CAD,1.3265
2015-09-23,AUD,1.4182
2015-09-23,EUR,0.8969
2015-09-23,GBP,0.6544
2015-09-24,USD,1.0
2015-09-24,CAD,1.3379
2015-09-24,AUD,1.4364
2015-09-24,EUR,0.8896
2015-09-24,GBP,0.6571
2015-09-25,USD,1.0
2015-09-25,CAD,1.3313
2015-09-25,AUD,1.4254
2015-09-25,EUR,0.8968
2015-09-25,GBP,0.6589
2015-09-26,USD,1.0
2015-09-26,CAD,1.3313
2015-09-26,AUD,1.4254
2015-09-26,EUR,0.8968
2015-09-26,GBP,0.6589
2015-09-27,USD,1.0
2015-09-27,CAD,1.3313
2015-09-27,AUD,1.4254
2015-09-27,EUR,0.8968
2015-09-27,GBP,0.6589
2015-09-28,USD,1.0
2015-09-28,CAD,1.3358
2015-09-28,AUD,1.4295
2015-09-28,EUR,0.8953
2015-09-28,GBP,0.6582
2015-09-29,USD,1.0
2015-09-29,CAD,1.3388
2015-09-29,AUD,1.4289
2015-09-29,EUR,0.8925
2015-09-29,GBP,0.6597
2015-09-30,USD,1.0
2015-09-30,CAD,1.342
2015-09-30,AUD,1.4227
2015-09-30,EUR,0.8926
2015-09-30,GBP,0.6592
2015-10-01,USD,1.0
2015-10-01,CAD,1.3269
2015-10-01,AUD,1.4146
2015-10-01,EUR,0.8966
2015-10-01,GBP,0.6605
2015-10-02,USD,1.0
2015-10-02,CAD,1.3239
2015-10-02,AUD,1.422
2015-10-02,EUR,0.8961
2015-10-02,GBP,0.6593
2015-10-03,USD,1.0
2015-10-03,CAD,1.3239
2015-10-03,AUD,1.422
2015-10-03,EUR,0.8961
2015-10-03,GBP,0.6593
2015-10-04,USD,1.0
2015-10-04,CAD,1.3239
2015-10-04,AUD,1.422
2015-10-04,EUR,0.8961
2015-10-04,GBP,0.6593
2015-10-05,USD,1.0
2015-10-05,CAD,1.3114
2015-10-05,AUD,1.4109
2015-10-05,EUR,0.89
2015-10-05,GBP,0.6588
2015-10-06,USD,1.0
2015-10-06,CAD,1.3098
2015-10-06,AUD,1.406
2015-10-06,EUR,0.8909
2015-10-06,GBP,0.6592
2015-10-07,USD,1.0
2015-10-07,CAD,1.3003
2015-10-07,AUD,1.3835
2015-10-07,EUR,0.8876
2015-10-07,GBP,0.6531
2015-10-08,USD,1.0
2015-10-08,CAD,1.3047
2015-10-08,AUD,1.3919
2015-10-08,EUR,0.8886
2015-10-08,GBP,0.6545
2015-10-09,USD,1.0
2015-10-09,CAD,1.2936
2015-10-09,AUD,1.3644
2015-10-09,EUR,0.8801
2015-10-09,GBP,0.6519
2015-10-10,USD,1.0
2015-10-10,CAD,1.2936
2015-10-10,AUD,1.3644
2015-10-10,EUR,0.8801
2015-10-10,GBP,0.6519
2015-10-11,USD,1.0
2015-10-11,CAD,1.2936
2015-10-11,AUD,1.3644
2015-10-11,EUR,0.8801
2015-10-11,GBP,0.6519
2015-10-12,USD,1.0
2015-10-12,CAD,1.2927
2015-10-12,AUD,1.3566
2015-10-12,EUR,0.8793
2015-10-12,GBP,0.6508
2015-10-13,USD,1.0
2015-10-13,CAD,1.3047
2015-10-13,AUD,1.3702
2015-10-13,EUR,0.8792
2015-10-13,GBP,0.6576
2015-10-14,USD,1.0
2015-10-14,CAD,1.2985
2015-10-14,AUD,1.3779
2015-10-14,EUR,0.8764
2015-10-14,GBP,0.6501
2015-10-15,USD,1.0
2015-10-15,CAD,1.29
2015-10-15,AUD,1.3648
2015-10-15,EUR,0.8742
2015-10-15,GBP,0.6466
2015-10-16,USD,1.0
2015-10-16,CAD,1.2927
2015-10-16,AUD,1.378
2015-10-16,EUR,0.8803
2015-10-16,GBP,0.6475
2015-10-17,USD,1.0
2015-10-17,CAD,1.2927
2015-10-17,AUD,1.378
2015-10-17,EUR,0.8803
2015-10-17,GBP,0.6475
2015-10-18,USD,1.0
2015-10-18,CAD,1.2927
2015-10-18,AUD,1.378
2015-10-18,EUR,0.8803
2015-10-18,GBP,0.6475
2015-10-19,USD,1.0
2015-10-19,CAD,1.2945
2015-10-19,AUD,1.3748
2015-10-19,EUR,0.8824
2015-10-19,GBP,0.6456
2015-10-20,USD,1.0
2015-10-20,CAD,1.3003
2015-10-20,AUD,1.3727
2015-10-20,EUR,0.8793
2015-10-20,GBP,0.6464
2015-10-21,USD,1.0
2015-10-21,CAD,1.3003
2015-10-21,AUD,1.3834
2015-10-21,EUR,0.8807
2015-10-21,GBP,0.6473
2015-10-22,USD,1.0
2015-10-22,CAD,1.3124
2015-10-22,AUD,1.3871
2015-10-22,EUR,0.8839
2015-10-22,GBP,0.6465
2015-10-23,USD,1.0
2015-10-23,CAD,1.3067
2015-10-23,AUD,1.3759
2015-10-23,EUR,0.9022
2015-10-23,GBP,0.6492
2015-10-24,USD,1.0
2015-10-24,CAD,1.3067
2015-10-24,AUD,1.3759
2015-10-24,EUR,0.9022
2015-10-24,GBP,0.6492
2015-10-25,USD,1.0
2015-10-25,CAD,1.3067
2015-10-25,AUD,1.3759
2015-10-25,EUR,0.9022
2015-10-25,GBP,0.6492
2015-10-26,USD,1.0
2015-10-26,CAD,1.3152
2015-10-26,AUD,1.3788
2015-10-26,EUR,0.9082
2015-10-26,GBP,0.6524
2015-10-27,USD,1.0
2015-10-27,CAD,1.3219
2015-10-27,AUD,1.3831
2015-10-27,EUR,0.9041
2015-10-27,GBP,0.6522
2015-10-28,USD,1.0
2015-10-28,CAD,1.321
2015-10-28,AUD,1.4018
2015-10-28,EUR,0.9021
2015-10-28,GBP,0.6539
2015-10-29,USD,1.0
2015-10-29,CAD,1.3185
2015-10-29,AUD,1.4132
2015-10-29,EUR,0.9149
2015-10-29,GBP,0.6557
2015-10-30,USD,1.0
2015-10-30,CAD,1.3175
2015-10-30,AUD,1.4109
2015-10-30,EUR,0.9077
2015-10-30,GBP,0.6519
2015-10-31,USD,1.0
2015-10-31,CAD,1.3175
2015-10-31,AUD,1.4109
2015-10-31,EUR,0.9077
2015-10-31,GBP,0.6519
2015-11-01,USD,1.0
2015-11-01,CAD,1.3175
2015-11-01,AUD,1.4109
2015-11-01,EUR,0.9077
2015-11-01,GBP,0.6519
2015-11-02,USD,1.0
2015-11-02,CAD,1.3098
2015-11-02,AUD,1.4011
2015-11-02,EUR,0.9065
2015-11-02,GBP,0.6465
2015-11-03,USD,1.0
2015-11-03,CAD,1.3125
2015-11-03,AUD,1.394
2015-11-03,EUR,0.9111
2015-11-03,GBP,0.6497
2015-11-04,USD,1.0
2015-11-04,CAD,1.307
2015-11-04,AUD,1.3909
2015-11-04,EUR,0.9145
2015-11-04,GBP,0.6487
2015-11-05,USD,1.0
2015-11-05,CAD,1.3158
2015-11-05,AUD,1.3997
2015-11-05,EUR,0.9189
2015-11-05,GBP,0.6548
2015-11-06,USD,1.0
2015-11-06,CAD,1.3201
2015-11-06,AUD,1.3995
2015-11-06,EUR,0.9205
2015-11-06,GBP,0.6606
2015-11-07,USD,1.0
2015-11-07,CAD,1.3201
2015-11-07,AUD,1.3995
2015-11-07,EUR,0.9205
2015-11-07,GBP,0.6606
2015-11-08,USD,1.0
2015-11-08,CAD,1.3201
2015-11-08,AUD,1.3995
2015-11-08,EUR,0.9205
2015-11-08,GBP,0.6606
2015-11-09,USD,1.0
2015-11-09,CAD,1.3256
2015-11-09,AUD,1.4164
2015-11-09,EUR,0.928
2015-11-09,GBP,0.6627
2015-11-10,USD,1.0
2015-11-10,CAD,1.3261
2015-11-10,AUD,1.4181
2015-11-10,EUR,0.9336
2015-11-10,GBP,0.6614
2015-11-11,USD,1.0
2015-11-11,CAD,1.3263
2015-11-11,AUD,1.4169
2015-11-11,EUR,0.9332
2015-11-11,GBP,0.6588
2015-11-12,USD,1.0
2015-11-12,CAD,1.3326
2015-11-12,AUD,1.4053
2015-11-12,EUR,0.9323
2015-11-12,GBP,0.6586
2015-11-13,USD,1.0
2015-11-13,CAD,1.3305
2015-11-13,AUD,1.4007
2015-11-13,EUR,0.929
2015-11-13,GBP,0.6569
2015-11-14,USD,1.0
2015-11-14,CAD,1.3305
2015-11-14,AUD,1.4007
2015-11-14,EUR,0.929
2015-11-14,GBP,0.6569
2015-11-15,USD,1.0
2015-11-15,CAD,1.3305
2015-11-15,AUD,1.4007
2015-11-15,EUR,0.929
2015-11-15,GBP,0.6569
2015-11-16,USD,1.0
2015-11-16,CAD,1.3329
2015-11-16,AUD,1.4091
2015-11-16,EUR,0.9326
2015-11-16,GBP,0.6582
2015-11-17,USD,1.0
2015-11-17,CAD,1.3308
2015-11-17,AUD,1.4021
2015-11-17,EUR,0.9372
2015-11-17,GBP,0.6576
2015-11-18,USD,1.0
2015-11-18,CAD,1.3335
2015-11-18,AUD,1.409
2015-11-18,EUR,0.9376
2015-11-18,GBP,0.6571
2015-11-19,USD,1.0
2015-11-19,CAD,1.329
2015-11-19,AUD,1.3966
2015-11-19,EUR,0.9357
2015-11-19,GBP,0.6548
2015-11-20,USD,1.0
2015-11-20,CAD,1.3313
2015-11-20,AUD,1.3871
2015-11-20,EUR,0.9356
2015-11-20,GBP,0.6559
2015-11-21,USD,1.0
2015-11-21,CAD,1.3313
2015-11-21,AUD,1.3871
2015-11-21,EUR,0.9356
2015-11-21,GBP,0.6559
2015-11-22,USD,1.0
2015-11-22,CAD,1.3313
2015-11-22,AUD,1.3871
2015-11-22,EUR,0.9356
2015-11-22,GBP,0.6559
2015-11-23,USD,1.0
2015-11-23,CAD,1.3378
2015-11-23,AUD,1.3915
2015-11-23,EUR,0.9406
2015-11-23,GBP,0.6608
2015-11-24,USD,1.0
2015-11-24,CAD,1.3359
2015-11-24,AUD,1.3861
2015-11-24,EUR,0.9389
2015-11-24,GBP,0.663
2015-11-25,USD,1.0
2015-11-25,CAD,1.3327
2015-11-25,AUD,1.3793
2015-11-25,EUR,0.9446
2015-11-25,GBP,0.6629
2015-11-26,USD,1.0
2015-11-26,CAD,1.3305
2015-11-26,AUD,1.3838
2015-11-26,EUR,0.9423
2015-11-26,GBP,0.6623
2015-11-27,USD,1.0
2015-11-27,CAD,1.3347
2015-11-27,AUD,1.3884
2015-11-27,EUR,0.9452
2015-11-27,GBP,0.6644
2015-11-28,USD,1.0
2015-11-28,CAD,1.3347
2015-11-28,AUD,1.3884
2015-11-28,EUR,0.9452
2015-11-28,GBP,0.6644
2015-11-29,USD,1.0
2015-11-29,CAD,1.3347
2015-11-29,AUD,1.3884
2015-11-29,EUR,0.9452
2015-11-29,GBP,0.6644
2015-11-30,USD,1.0
2015-11-30,CAD,1.3369
2015-11-30,AUD,1.3868
2015-11-30,EUR,0.9453
2015-11-30,GBP,0.6662
2015-12-01,USD,1.0
2015-12-01,CAD,1.3319
2015-12-01,AUD,1.3717
2015-12-01,EUR,0.9434
2015-12-01,GBP,0.6638
2015-12-02,USD,1.0
2015-12-02,CAD,1.3385
2015-12-02,AUD,1.3653
2015-12-02,EUR,0.9423
2015-12-02,GBP,0.6652
2015-12-03,USD,1.0
2015-12-03,CAD,1.3319
2015-12-03,AUD,1.3635
2015-12-03,EUR,0.9371
2015-12-03,GBP,0.6674
2015-12-04,USD,1.0
2015-12-04,CAD,1.3337
2015-12-04,AUD,1.3666
2015-12-04,EUR,0.9173
2015-12-04,GBP,0.6605
2015-12-05,USD,1.0
2015-12-05,CAD,1.3337
2015-12-05,AUD,1.3666
2015-12-05,EUR,0.9173
2015-12-05,GBP,0.6605
2015-12-06,USD,1.0
2015-12-06,CAD,1.3337
2015-12-06,AUD,1.3666
2015-12-06,EUR,0.9173
2015-12-06,GBP,0.6605
2015-12-07,USD,1.0
2015-12-07,CAD,1.3461
2015-12-07,AUD,1.3738
2015-12-07,EUR,0.9252
2015-12-07,GBP,0.664
2015-12-08,USD,1.0
2015-12-08,CAD,1.3603
2015-12-08,AUD,1.3884
2015-12-08,EUR,0.9195
2015-12-08,GBP,0.6686
2015-12-09,USD,1.0
2015-12-09,CAD,1.357
2015-12-09,AUD,1.3876
2015-12-09,EUR,0.914
2015-12-09,GBP,0.6627
2015-12-10,USD,1.0
2015-12-10,CAD,1.354
2015-12-10,AUD,1.3707
2015-12-10,EUR,0.9138
2015-12-10,GBP,0.6612
2015-12-11,USD,1.0
2015-12-11,CAD,1.3664
2015-12-11,AUD,1.3863
2015-12-11,EUR,0.9132
2015-12-11,GBP,0.6597
2015-12-12,USD,1.0
2015-12-12,CAD,1.3664
2015-12-12,AUD,1.3863
2015-12-12,EUR,0.9132
2015-12-12,GBP,0.6597
2015-12-13,USD,1.0
2015-12-13,CAD,1.3664
2015-12-13,AUD,1.3863
2015-12-13,EUR,0.9132
2015-12-13,GBP,0.6597
2015-12-14,USD,1.0
2015-12-14,CAD,1.3754
2015-12-14,AUD,1.3868
2015-12-14,EUR,0.9105
2015-12-14,GBP,0.661
2015-12-15,USD,1.0
2015-12-15,CAD,1.3712
2015-12-15,AUD,1.3831
2015-12-15,EUR,0.9099
2015-12-15,GBP,0.6599
2015-12-16,USD,1.0
2015-12-16,CAD,1.3766
2015-12-16,AUD,1.389
2015-12-16,EUR,0.9147
2015-12-16,GBP,0.6661
2015-12-17,USD,1.0
2015-12-17,CAD,1.3832
2015-12-17,AUD,1.3926
2015-12-17,EUR,0.9224
2015-12-17,GBP,0.6702
2015-12-18,USD,1.0
2015-12-18,CAD,1.3956
2015-12-18,AUD,1.4033
2015-12-18,EUR,0.9228
2015-12-18,GBP,0.6706
2015-12-19,USD,1.0
2015-12-19,CAD,1.3956
2015-12-19,AUD,1.4033
2015-12-19,EUR,0.9228
2015-12-19,GBP,0.6706
2015-12-20,USD,1.0
2015-12-20,CAD,1.3956
2015-12-20,AUD,1.4033
2015-12-20,EUR,0.9228
2015-12-20,GBP,0.6706
2015-12-21,USD,1.0
2015-12-21,CAD,1.3955
2015-12-21,AUD,1.3954
2015-12-21,EUR,0.92
2015-12-21,GBP,0.6714
2015-12-22,USD,1.0
2015-12-22,CAD,1.3917
2015-12-22,AUD,1.3796
2015-12-22,EUR,0.9131
2015-12-22,GBP,0.6722
2015-12-23,USD,1.0
2015-12-23,CAD,1.3903
2015-12-23,AUD,1.3847
2015-12-23,EUR,0.9161
2015-12-23,GBP,0.6715
2015-12-24,USD,1.0
2015-12-24,CAD,1.387
2015-12-24,AUD,1.377
2015-12-24,EUR,0.9135
2015-12-24,GBP,0.6707
2015-12-25,USD,1.0
2015-12-25,CAD,1.387
2015-12-25,AUD,1.377
2015-12-25,EUR,0.9135
2015-12-25,GBP,0.6707
2015-12-26,USD,1.0
2015-12-26,CAD,1.387
2015-12-26,AUD,1.377
2015-12-26,EUR,0.9135
2015-12-26,GBP,0.6707
2015-12-27,USD,1.0
2015-12-27,CAD,1.387
